2019,热血,假面骑士 令和第一世代,46.4万追番
2019,热血,高达创形者 再起,40.6万追番
2019,热血,虚空魔境 第二季,37.1万追番
2019,热血,鬼灭之刃 兄妹之绊,28.2万追番
2019,热血,网球王子 BEST GAMES!!,10.1万追番
2019,热血,奥特银河格斗 新生代英雄,6万追番
2019,热血,假面骑士零一（中配）,4.9万追番
2019,热血,鬼灭之刃,1288.8万追番
2019,热血,多罗罗,469.4万追番
2019,热血,约定的梦幻岛,371.4万追番
2019,热血,Ｄｒ．ＳＴＯＮＥ 石纪元,359万追番
2019,热血,路人超能100 II(灵能百分百 第二季),329万追番
2019,热血,路人超能100 第一次灵能咨询所员工旅游～舒缓心灵的疗愈之旅~（OVA2）,326.9万追番
2019,热血,炎炎消防队,288万追番
2019,热血,诸神的逆鳞,221.8万追番
2019,热血,冰海战记,204万追番
2019,热血,泰迦奥特曼,68.7万追番
2019,热血,泰迦奥特曼（中配）,61万追番
2019,热血,花牌情缘 第三季,47.5万追番
2019,热血,假面骑士零一,46.9万追番
2019,热血,假面骑士 令和第一世代,46.4万追番
2019,热血,高达创形者 再起,40.6万追番
2019,热血,虚空魔境 第二季,37.1万追番
2019,热血,鬼灭之刃 兄妹之绊,28.2万追番
2019,热血,网球王子 BEST GAMES!!,10.1万追番
2019,热血,奥特银河格斗 新生代英雄,6万追番
2019,热血,假面骑士零一（中配）,4.9万追番
2019,穿越,青春猪头少年不会梦到怀梦美少女,526.4万追番
2019,穿越,这个勇者明明超强却过分慎重,523.3万追番
2019,穿越,盾之勇者成名录,518万追番
2019,穿越,刀剑神域 爱丽丝篇 异界战争,517.5万追番
2019,穿越,命运-冠位指定 绝对魔兽战线 巴比伦尼亚,505万追番
2019,穿越,平凡职业造就世界最强,378.0万追番
2019,穿越,贤者之孙,272万追番
2019,穿越,我，不是说了能力要平均值么！,258.1万追番
2019,穿越,重来吧，魔王大人！,234.9万追番
2019,穿越,实况主的逃脱游戏,192.9万追番
2019,穿越,Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,165.6万追番
2019,穿越,COP CRAFT,148万追番
2019,穿越,超人高中生们即便在异世界也能从容生存！,146.3万追番
2019,穿越,revisions,78.6万追番
2019,穿越,明治东京恋伽,76.5万追番
2019,穿越,爱书的下克上：为了成为图书管理员不择手段！,52.5万追番
2019,奇幻,鬼灭之刃,1288.8万追番
2019,奇幻,青春猪头少年不会梦到怀梦美少女,526.4万追番
2019,奇幻,这个勇者明明超强却过分慎重,523.3万追番
2019,奇幻,盾之勇者成名录,518万追番
2019,奇幻,命运-冠位指定 绝对魔兽战线 巴比伦尼亚,505万追番
2019,奇幻,多罗罗,469.4万追番
2020,原创,异度侵入 ID:INVADED,506.9万追番
2020,原创,全员恶玉,318.3万追番
2020,原创,成神之日,204.7万追番
2020,原创,半妖的夜叉姬,197.1万追番
2020,原创,没落要塞 / DECA-DENCE,188.9万追番
2020,原创,Love Live! 学园偶像 电影,169.9万追番
2020,原创,22/7,130.7万追番
2020,原创,知晓天空之蓝的人啊,123.9万追番
2020,原创,动物新世代 / BNA,119.9万追番
2020,原创,LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,116.9万追番
2020,原创,小马宝莉之魔力新世界 第一季,98万追番
2020,原创,突击莉莉 BOUQUET,90.5万追番
2020,原创,战翼的希格德莉法,61.6万追番
2020,原创,月歌。THE ANIMATION2,59.4万追番
2020,原创,宝石幻想 光芒重现,58.8万追番
2020,原创,BanG Dream! 梦想协奏曲 第三季,56万追番
2020,原创,高达创形者 再起 第二季,53.7万追番
2020,原创,假面骑士圣刃,51.7万追番
2020,原创,BanG Dream! 梦想协奏曲 电影演唱会,48.8万追番
2020,原创,猎魔武士/GIBIATE,47.8万追番
2020,原创,异度侵入 ID:INVADED,506.9万追番
2020,原创,全员恶玉,318.3万追番
2020,原创,成神之日,204.7万追番
2020,原创,半妖的夜叉姬,197.1万追番
2020,原创,没落要塞 / DECA-DENCE,188.9万追番
2020,原创,Love Live! 学园偶像 电影,169.9万追番
2020,原创,22/7,130.7万追番
